"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 916,29.85074627,29.85074627,14.92537313,59.70149254,59.70149254,59.70149254,74.62686567,134.3283582,59.70149254,104.4776119,89.55223881,104.4776119,89.55223881,149.2537313,238.8059701,253.7313433,238.8059701,283.5820896,89.55223881,44.7761194
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 918,,,333.3333333,,,,,,,,,333.3333333,,,333.3333333,,,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 920,16.94915254,,,,16.94915254,33.89830508,16.94915254,33.89830508,,16.94915254,67.79661017,,33.89830508,16.94915254,33.89830508,50.84745763,50.84745763,50.84745763,33.89830508,16.94915254
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 922,34.48275862,17.24137931,17.24137931,,17.24137931,17.24137931,51.72413793,34.48275862,34.48275862,51.72413793,34.48275862,68.96551724,51.72413793,17.24137931,68.96551724,120.6896552,137.9310345,120.6896552,86.20689655,86.20689655
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 928,36.14457831,36.14457831,36.14457831,60.24096386,60.24096386,,84.3373494,48.19277108,24.09638554,96.38554217,36.14457831,24.09638554,12.04819277,108.4337349,96.38554217,72.28915663,132.5301205,24.09638554,36.14457831,48.19277108
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 930,67.56756757,54.05405405,108.1081081,27.02702703,81.08108108,54.05405405,40.54054054,54.05405405,81.08108108,81.08108108,135.1351351,,121.6216216,81.08108108,94.59459459,81.08108108,121.6216216,121.6216216,162.1621622,54.05405405
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 934,42.37288136,16.94915254,16.94915254,25.42372881,59.3220339,67.79661017,16.94915254,33.89830508,25.42372881,33.89830508,25.42372881,33.89830508,33.89830508,42.37288136,76.27118644,76.27118644,50.84745763,59.3220339,42.37288136,16.94915254
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 936,24.69135802,24.69135802,,37.03703704,24.69135802,12.34567901,61.72839506,49.38271605,24.69135802,24.69135802,49.38271605,24.69135802,12.34567901,98.7654321,86.41975309,61.72839506,74.07407407,37.03703704,49.38271605,37.03703704
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 938,38.96103896,,25.97402597,38.96103896,90.90909091,25.97402597,38.96103896,25.97402597,51.94805195,51.94805195,64.93506494,64.93506494,64.93506494,64.93506494,77.92207792,12.98701299,51.94805195,38.96103896,38.96103896,51.94805195
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 940,15.38461538,30.76923077,46.15384615,46.15384615,15.38461538,46.15384615,30.76923077,,46.15384615,,46.15384615,30.76923077,123.0769231,30.76923077,76.92307692,107.6923077,92.30769231,153.8461538,46.15384615,46.15384615
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 942,15.625,,,15.625,31.25,31.25,15.625,31.25,15.625,46.875,31.25,15.625,62.5,31.25,46.875,46.875,78.125,62.5,31.25,15.625
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 944.01,60.86956522,17.39130435,26.08695652,60.86956522,43.47826087,17.39130435,34.7826087,8.695652174,60.86956522,17.39130435,,26.08695652,26.08695652,52.17391304,8.695652174,43.47826087,78.26086957,86.95652174,60.86956522,34.7826087
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 950,37.03703704,37.03703704,37.03703704,55.55555556,64.81481481,74.07407407,27.77777778,18.51851852,9.259259259,64.81481481,64.81481481,46.2962963,46.2962963,55.55555556,111.1111111,92.59259259,138.8888889,101.8518519,101.8518519,9.259259259
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 954,61.53846154,38.46153846,30.76923077,92.30769231,46.15384615,76.92307692,46.15384615,46.15384615,76.92307692,84.61538462,69.23076923,76.92307692,69.23076923,38.46153846,115.3846154,138.4615385,169.2307692,123.0769231,161.5384615,30.76923077
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 956,33.33333333,8.333333333,8.333333333,25,16.66666667,50,66.66666667,16.66666667,8.333333333,50,83.33333333,33.33333333,33.33333333,41.66666667,91.66666667,133.3333333,141.6666667,83.33333333,66.66666667,58.33333333
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 958,14.92537313,7.462686567,22.3880597,29.85074627,22.3880597,37.31343284,22.3880597,14.92537313,29.85074627,44.7761194,37.31343284,44.7761194,7.462686567,67.1641791,59.70149254,89.55223881,82.08955224,126.8656716,52.23880597,37.31343284
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 962,20.2020202,20.2020202,30.3030303,10.1010101,20.2020202,60.60606061,20.2020202,50.50505051,50.50505051,50.50505051,40.4040404,50.50505051,60.60606061,30.3030303,60.60606061,131.3131313,111.1111111,111.1111111,70.70707071,30.3030303
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 964,8.849557522,,,26.54867257,8.849557522,44.24778761,35.39823009,17.69911504,53.09734513,79.6460177,61.94690265,53.09734513,53.09734513,79.6460177,106.1946903,97.34513274,159.2920354,123.8938053,132.7433628,44.24778761
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 966,11.49425287,,34.48275862,34.48275862,57.47126437,22.98850575,45.97701149,103.4482759,80.45977011,68.96551724,57.47126437,57.47126437,11.49425287,80.45977011,80.45977011,149.4252874,160.9195402,103.4482759,68.96551724,57.47126437
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 968,,,,26.31578947,39.47368421,26.31578947,39.47368421,39.47368421,,26.31578947,92.10526316,13.15789474,39.47368421,92.10526316,52.63157895,118.4210526,65.78947368,105.2631579,92.10526316,52.63157895
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 970,,10.98901099,21.97802198,32.96703297,21.97802198,87.91208791,32.96703297,32.96703297,43.95604396,120.8791209,76.92307692,43.95604396,21.97802198,87.91208791,54.94505495,109.8901099,131.8681319,109.8901099,98.9010989,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 974,19.23076923,19.23076923,28.84615385,28.84615385,19.23076923,38.46153846,67.30769231,28.84615385,38.46153846,38.46153846,76.92307692,48.07692308,57.69230769,28.84615385,86.53846154,134.6153846,144.2307692,105.7692308,105.7692308,19.23076923
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 984,13.51351351,67.56756757,40.54054054,67.56756757,40.54054054,94.59459459,40.54054054,81.08108108,27.02702703,54.05405405,54.05405405,40.54054054,67.56756757,135.1351351,108.1081081,175.6756757,202.7027027,54.05405405,121.6216216,81.08108108
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 986,50.63291139,63.29113924,63.29113924,37.97468354,113.9240506,50.63291139,139.2405063,88.60759494,63.29113924,88.60759494,88.60759494,101.2658228,75.94936709,189.8734177,164.556962,75.94936709,303.7974684,139.2405063,126.5822785,50.63291139
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 988,24.3902439,36.58536585,36.58536585,36.58536585,,24.3902439,48.7804878,85.36585366,60.97560976,48.7804878,60.97560976,36.58536585,73.17073171,48.7804878,231.7073171,97.56097561,207.3170732,182.9268293,85.36585366,60.97560976
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 990,28.16901408,28.16901408,14.08450704,14.08450704,42.25352113,70.42253521,56.33802817,28.16901408,70.42253521,56.33802817,84.50704225,70.42253521,14.08450704,84.50704225,169.0140845,84.50704225,197.1830986,197.1830986,84.50704225,56.33802817
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 992,,13.33333333,13.33333333,13.33333333,26.66666667,26.66666667,13.33333333,13.33333333,13.33333333,,26.66666667,66.66666667,93.33333333,13.33333333,66.66666667,66.66666667,120,66.66666667,93.33333333,80
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 994,,9.803921569,29.41176471,9.803921569,39.21568627,9.803921569,19.60784314,9.803921569,,19.60784314,19.60784314,,19.60784314,39.21568627,58.82352941,88.23529412,68.62745098,29.41176471,39.21568627,29.41176471
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 996,,16.52892562,8.26446281,16.52892562,24.79338843,8.26446281,74.38016529,41.32231405,33.05785124,33.05785124,90.90909091,41.32231405,24.79338843,82.6446281,115.7024793,49.58677686,132.231405,165.2892562,165.2892562,57.85123967
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 998,21.97802198,21.97802198,,65.93406593,65.93406593,65.93406593,109.8901099,87.91208791,43.95604396,131.8681319,120.8791209,109.8901099,32.96703297,65.93406593,76.92307692,131.8681319,197.8021978,153.8461538,98.9010989,54.94505495
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 1004,,,12.65822785,37.97468354,25.3164557,75.94936709,75.94936709,50.63291139,37.97468354,88.60759494,37.97468354,63.29113924,75.94936709,63.29113924,164.556962,126.5822785,164.556962,164.556962,164.556962,25.3164557
